video_id,title,video_url,channel_id,channel_title,brand_name,industries,sponsored_type,channel_type,views,likes,comments,cpv,channel_cost,publishDate,duration_seconds,countries,video_description,topic,content_format,content_keywords,format_code,subscribers,channel_total_views,channel_categories,channel_avg_views,engagement_rate,featured_products,featured_product_ids,product_ppl
k021qkbr6JY,"99%는 모른다⁉️ 수분광피부 만드려면 어떤 수분템 쓰는지가 지짜 중요 .. ⭐️ #수분관리 #피부관리 #올영추천템 #shorts",https://www.youtube.com/watch?v=k021qkbr6JY,UC4BdKEDX_xn5xg5fhghp08w,"쥬혜 JUHYE",아비브,"뷰티 & 메이크업",1,NULL,2016,4,2,NULL,NULL,2026-04-26,44,KR,"요 패드 지이짜 좋아서 벌써 한통 다 써가는 중 .. 😌🩵

속건조 심하신 분들은 필수적으로 해야하는게 
✔️세안 후에 빠르게 수분을 채워주기
✔️어떤 수분템을 쓸지 선택하기
이 두가지가 가장 중요한데요 ! 

수분감 대박인데 또 산뜻해서 세안 후에 
바아로 쓰기 넘 좋은 패드 발견했어요 🗯️

바아로 #아비브수분초패드 인데요 ‼️

수분초 X 8중 히알루론산 시너지에
끈적임 없는 수분에센스가 무려 220ml 함유되어서 정말 촉촉해요✨
(테스트 한번 해보시면 바아로 아실 수 있음 !!!) 

수분을 확실히 채워줘서 속건조 잡아주니까
불필요한 유분도 덜 나와서 최고임 .. 👍🏻

글고 이번에 리뉴얼되면서 
패드 사이즈도 커지구 에센스 함량도 더 늘어났고
용량도 늘어난데다가 리필용기로 바뀌어서 
위생적으루 쓰기 넘 좋더라구요 💛

그니까 뭐다 ? 꼬옥 써봐야한다 .. ⭐️

#아비브 #수분초패드 #올리브영패드 #올리브영패드추천 #아비브패드 #패드추천 #수분관리 #피부관리 #피부관리팁","뷰티 & 메이크업","리뷰 & 언박싱","수분관리, 피부관리, 아비브수분초패드, 올리브영패드, 패드추천, 히알루론산, 촉촉한피부, 속건조, 수분템",1,591,1932373,NULL,NULL,NULL,NULL,NULL,NULL
P0A8GdBrCV4,"야구팬의 고민..😭 #야구직관 은 가야겠고.. #프로야구 #kbo #공감 #피부관리 #kia타이거즈",https://www.youtube.com/watch?v=P0A8GdBrCV4,UCo_sbhrqjVrxJqxbamNeCLg,"코코예 kokoyeah",아비브,"뷰티 & 메이크업",1,NULL,2227,20,2,413.112,920000,2026-04-24,45,KR,"#광고 야구팬의 잡티관리법 대방출!
제가 야구직관을 다닌 후 부터 잡티가 너~~~~무 많이 생겼더라구요?(충격과 공포)
 
그래서 잡티 관리를 꾸준히 해야겠다! 라는 마음을 먹었는데 
그때 마침 꿀템을 만났다능🫶🏻 알라뷰 뿅뿅❤️

​‘아비브 글루타치온좀 잡티 패드’ 제품인데, 잡티 부분에 10분동안 매일 붙여서 사용해보니깐 정말 많이 화사해지고 피부도 더 좋아진 느낌이랄까🤟🏻

민감한 제 피부에 자극도 없고, 에센스 양 보셨죠? 
순도 98% 글루타치온과 나이아신아마이드를 
아낌없이 넣었단 말이야~~~ 피부가 점점 더 맑아져요✨

이제 햇빛이 점점 더 뜨거워지는데 야구 직관은 포기할 수 없잖아요!

올리브영에서 마침 할인 중이니깐 우리 야구도 피부도! 두마리 토끼 모두 잡자구요🐰😍
.
.
.
#아비브 #잡티패드 #올리브영패드 #올영추천템","뷰티 & 메이크업","리뷰 & 언박싱","야구, 잡티관리, 피부관리, 아비브, 글루타치온, 올리브영, KBO, 프로야구, 피부, 꿀템",1,2840,1030194,NULL,7410,1.76,"[3일톤업패드] 아비브 글루타치온좀 잡티 패드 비타 터치 60매",A000000206957,1
PhSDCx166aw,나 요즘 직원분들한테 피부좋다는 얘기 듣는데아비브 껌딱지 마스크 써서 그런가봐,https://www.youtube.com/watch?v=PhSDCx166aw,UCbpLthilUmTlUUF9Vc8LwdQ,리미,아비브,"뷰티 & 메이크업",1,NULL,41943,35,0,NULL,NULL,2026-04-24,37,KR,"뭔가 일교차가 커지면서 내 피부도 엉망인데 그럴 때마다
이 팩 쓰면 금방 진정된다 싱기방기

밀착력 대박인 극세사 시트가 피부에 딱 붙어서

어성초 에센스가 피부에 쫙 흡수돼!

1일 1팩 하면 금방 쓰는데 지금 올영에서 반값 할인하니까 얼렁 달려가
나도 할인할 때 쟁여놔야 되겠어

#아비브 #껌딱지마스크 #올리브영마스크팩 #올리브영추천","뷰티 & 메이크업","리뷰 & 언박싱","피부, 마스크, 아비브, 껌딱지마스크, 올리브영, 할인",1,816,633579,NULL,NULL,NULL,NULL,NULL,NULL
PKOnGm8qRmU,"공대생 축구부 브이로그 #아비브 #어성초패드 #올리브영패드 #올영추천템",https://www.youtube.com/watch?v=PKOnGm8qRmU,UCb23G_4IvTQ7T_SWz7sMv1A,"공대생 이형석",아비브,"뷰티 & 메이크업",1,NULL,1870000,38,2,0.240642,450000,2026-04-24,47,KR,NULL,"일상 & 라이프스타일",브이로그,"공대생, 축구부, 아비브, 어성초패드, 올리브영패드, 올영추천템",1,1880,2330977,NULL,32288,2.73,"[망곰 콜라보] 아비브 어성초 흔적 에센스 패드 클리어터치 70매 기획 (+70매 리필+패드케이스)  | [어워즈한정기획/150매] 아비브 어성초 흔적 에센스 패드 클리어터치 70매 어워즈 기획 (+리필 70매+패드 10매) | [열감 진정] 아비브 어성초 스팟 패드 카밍터치 140매 대용량 기획 | [열감 진정] 아비브 어성초 스팟 패드 카밍터치 리필 기획 (80매+리필 80매) | [열감진정] 아비브 어성초 스팟 패드 카밍터치 80매 (+10매 증정기획) | [오롤리데이에디션] 아비브 어성초 흔적 에센스 패드 클리어터치 70매 기획 (+70매 리필+부클파우치)  | 아비브 어성초 흔적 에센스 패드 클리어터치 70매 | 아비브 어성초 흔적 에센스 패드 클리어터치 70매 리필기획 (+70매 리필)","A000000163609,A000000170041,A000000206942,A000000219555,A000000219557,A000000238129,A000000239641,A000000245674",0
PqKkGg4aRDM,"왕복 6시간 통학하는 대학생 시험기간 vlog 💚",https://www.youtube.com/watch?v=PqKkGg4aRDM,UCkmveli7yZN1WgKK72kN3Ig,"옌 YEN",아비브,"뷰티 & 메이크업",1,NULL,252071,340,28,5.51432,1390000,2026-04-24,65,KR,"개강한 지 얼마나 됐다고 벌써 시험기간이 돌아왔네요,,😇 매주 서울-부산을 통학하다 보니, 이번 시험기간에는 평소보다 피부가 더 푸석하고 예민해진 느낌이었어요 📚
 
오랜 시간 기차를 타고 이동하고, 시험기간이라 잠까지 부족하다 보니 피부 열감뿐만 아니라 트러블까지 더 신경 쓰이더라고요 💨
 
그래서 요즘 스킨케어할 때 꼭 사용하는 제품이 바로 아비브 어성초 흔적 에센스 패드 🎀

에센스가 듬뿍 담긴 패드라 피부에 올려두면 쿨링되면서 진정되는 느낌이 들어 만족스럽고, 하루 종일 자극받은 피부를 편안하게 진정해줘서 매일 손이 가는 제품이에요 🍀
 
닦토처럼 가볍게 사용하기에도 좋고, 피부가 예민한 날에는 패드팩처럼 올려두면 수분 충전은 물론 피지·유분 케어까지 한 번에 할 수 있어서 시험기간 스킨케어 루틴템이 되었답니다 ✊🏻

지친 피부의 수분 충전을 위한 아비브 어성초 흔적 에센스 패드, 지금 올리브영에서 할인된 가격으로 만나보세요 ✨
 
#아비브 #어성초패드 #올리브영패드 #올영추천템 #대학생브이로그 #시험기간 #스킨케어루틴","일상 & 라이프스타일",브이로그,"대학생, 시험기간, 통학, 스킨케어, 어성초패드, 올리브영, 피부관리, 브이로그",1,10400,4939152,NULL,25557,NULL,NULL,NULL,NULL
M0jChQu7JSQ,"어성초, 시카, 티트리는 이렇게 쓰세요 #shorts",https://www.youtube.com/watch?v=M0jChQu7JSQ,UCf_HHNBz-6SICt5DcExIw5Q,"인아 INÁ",아비브,"뷰티 & 메이크업",1,NULL,474702,323,2,NULL,NULL,2026-04-22,60,KR,"(저장) 진정템 내 얼굴엔 효과 없언 이유 #광고 

나처럼 ’극극‘ 예민러들은 단순 ’어성초‘만 바르면 안된다..?
진짜 전문가는 성분 배합부터 보는 거 알지?

앞으로 기억해.
➡️진정 + 장벽/보습

💚진정(어성초/시카)에다가
🩵장벽 보습(판테놀/글리세린)까지 꽉 잡아야
피부가 비로소 ”아~ 살겠다“ 한다고!

내가 예전 영상에서도 추천했던 아비브의 어성초 흔적패드
그리고 같이 쓰면 진정 시너지 폭발하는 테카 캡슐 세럼 조합까지 !!

특히 패드 냉장고에 넣어놨다가 얼굴에 올리면?
열감 싹 내려가면서 응급 진정까지 완료할수있댜 !💨

지금 올영에서 할인까지 하고 있으니까
얼른 쟁여둬 !!

✨[올영 득템 기회]✨

💚아비브 어성초 에센스 패드 리필 기획 (30% OFF!)
https://bit.ly/inaficialct2

💚아비브 어성초 테카 캡슐 세럼 (30% OFF!)
https://bit.ly/inaficialcdh1

.
.
.
#아비브 #어성초패드 #어성초세럼 #올영추천템","뷰티 & 메이크업",튜토리얼,"어성초, 시카, 티트리, 진정템, 피부, 보습, 아비브, 패드, 세럼, 올영",1,804,1708237,NULL,NULL,NULL,NULL,NULL,NULL
CLhN7LW5Bcw,"같이 야구 직관 준비해요 ⚾️🫶",https://www.youtube.com/watch?v=CLhN7LW5Bcw,UCKD-GXhqATiVRVdAQfCkwEw,진주영,아비브,"뷰티 & 메이크업",1,NULL,1301,33,4,468.87,610000,2026-04-21,74,KR,"#광고 직관 다녀오면 제일 먼저 티 나는 피부 🥵

햇빛 많이 보고 들어온 날엔
거울 보면 피부도 타고 잡티도 확 많아진 느낌..  😭😭

그래서 스킨케어 첫 단계로
아비브 글루타치온좀 잡티 패드 쓰고 있는데,
잡티 신경 쓰이는 곳에 사용해주면 피부가 맑고 화사해지는 느낌이에요 ✨
꾸준히 쓰면 확실히 효과가 더 체감돼요!

에센스도 넉넉해서 촉촉하게 마무리되고,
자극이 적은 편이라 데일리로 쓰기 부담 없어요

지금 올리브영에서 할인 중이라
햇빛도 더 강해지는 요즘 기미, 잡티 더 생기기전에
미리 케어하는 거 추천드립니다 🤍

@abib.official
#아비브 #잡티패드 #올리브영패드 #올영추천템","뷰티 & 메이크업",튜토리얼,"스킨케어, 잡티, 아비브, 피부, 올리브영, 피부관리, 에센스, 광고",1,3590,1674767,NULL,8264,1.01,NULL,NULL,NULL
53qkoIgTOBA,"이 영상 놓치면 끝🚨 100개 써보고 남은 ‘단 하나’ (5일, 최대 65%)",https://www.youtube.com/watch?v=53qkoIgTOBA,UCSx-2fuyotB8WA8KytyhACg,"오션 OCEAN",아비브,"뷰티 & 메이크업",1,NULL,79209,368,728,319.282,25290000,2026-04-20,1129,KR,"🏄🏻‍♀️ Instagram :: @0cean_boutique
🌊Contact :: ocean@dmil.kr

🙇🏻‍♀️본 영상은 ‘아비브’의 유료광고를 포함하고 있습니다🙇🏻‍♀️

아비브X오션 수분초 선세럼 마켓 
• 기간: 4/20(월) 19시~4/24(금) 23시59분
🔗마켓링크 
• https://bit.ly/4dOYjC5

[마켓 제품 및 가격]
1) 수분초 선세럼 2개 (증정: 선세럼1.5ml*5개)
• 정상가: 50,000원 ➡️ 마켓가: 25,900원(48%)
개당가 : 12,950원

2) 수분초 선세럼 3개 (증정: 선세럼1.5ml*5개)
• 정상가: 75,000원 ➡️ 마켓가: 32,900원(56%)
개당가 10,966원

3) 수분초 선세럼 5개 (증정: 선세럼1.5ml*5개+수분초 히알루론폼 150ml)
• 정상가: 125,000원 ➡️ 마켓가: 49,900원(60%)
개당가 9,980원

[🎁선착순 구매 이벤트]
➡️ PDRN 콜라겐 립 마스크 글레이즈드 젤리 / 20,000원 상당
• 증정대상: 선착순 구매자 100명 대상 (결제완료 기준) 
*주문번호 기준 1회 증정
*당첨자에게 개별 안내 없이 주문건과 합배송

[🎁유튜브 구매인증 이벤트]
➡️ 부활초 비피다 세럼 퍼밍 드롭 50ml / 32,000원 상당
• 당첨인원: 30명 (랜덤추첨)
• 참여방법: 오션X아비브 마켓 공지영상 댓글로 주문번호 작성
• 참여기간: 4/20(월)~4/26(일) 
• 당첨자 발표: 5/13(수)
• 발송일 : 발표일기준 7일 이내 브랜드측에서 발송
*주문번호 기준 동일 주문정보(주소지,연락처)로 이벤트 제품 발송

[🎁IG릴스 구매인증 이벤트]
➡️ 부활초 비피다 세럼 퍼밍 드롭 50ml / 32,000원 상당
• 당첨인원: 30명 (랜덤추첨)
• 참여방법: 오션X아비브 마켓 IG릴스 댓글로 주문번호 작성
• 참여기간: 4/20(월)~4/26(일) 
• 당첨자 발표: 5/13(수)
• 발송일 : 발표일기준 7일 이내 브랜드측에서 발송
*주문번호 기준 동일 주문정보(주소지,연락처)로 이벤트 제품 발송

🚚 전 옵션/지역무관 무료배송
• 택배사 : CJ대한통운
• 당일출고 : 오전 11시 이전 주문 건 당일배송
*마켓 기간 내 주문량 급증시 주문일자 기준 평균 2~3일 배송 지연될 수 있습니다.🙏
 
💳 결제 수단
• 비회원/회원 모두 결제 가능
• 신용카드/가상계좌/실시간계좌이체/네이버페이/카카오페이/휴대폰결제 

📍유통기한 
• 수분초 선세럼 50ml : 2029-02-09 이후
• 수분초 선세럼 1.5ml(증정) : 2028-12-24
• PDRN 콜라겐 립 마스크 글레이즈드 젤리(증정) : 2028-09-11 이후
• 수분초 히알루론 폼 150ml(증정) : 2029-02-24 이후
• 부활초 비피다 세럼 퍼밍 드롭 50ml(증정) : 2029-01-04","뷰티 & 메이크업","리뷰 & 언박싱","아비브, 수분초 선세럼, 유료광고, 구매이벤트, 할인, 제품가격, 배송정보, 결제수단",0,290000,115688073,NULL,65870,2.04,NULL,NULL,NULL
7jQZbsgz2eU,"여름 오기 전 필수시청 🔥 붉은기,열감,피지부자들 들어오세요..",https://www.youtube.com/watch?v=7jQZbsgz2eU,UCAeXE4oqpStJRFXb86aUB5Q,"지유미 JIYUMEE",아비브,"뷰티 & 메이크업",1,NULL,286483,42,4,23.2125,6650000,2026-04-19,531,KR,"Instagram : jiyumee_
비즈니스 문의 : kjiyumee@gmail.com

#광고 오늘은 저의 응급 진정템 아비브 테카 세럼&패드 소개 해 드렸는데요 :) 

요거 트러블 올라오거나 피부 예민해졌을 때 쓰면 
진정되는 게 비교적 빠르게 느껴지는 편이라 
저는 꼭 스킨케어존 한켠에 
응급템처럼 구비 해 두고 쓰고 있어요 ‼️ 

세럼은 테카 캡슐이 핵심이라 
예민한곳에 집중적으로 써주시면 좋고,
가벼운 제형이라 패드랑 같이 쓰면 
화잘먹 베이스 완전 가능..💚 

자극 없이 각질 정리랑 
피부 열감 내려줘서 여름 기초 필수템..!

요즘처럼 피부 컨디션 왔다 갔다 할 때
손이 잘가는 템이라 데일리로 
부담 없이 쓰기 좋아서 🐶큰추천 드립니다..! 

오늘도 영상 봐주셔서 감사해요 또올게요!🫶🏻

#어성초세럼 #어성초패드 #진정패드 #진정세럼 #아비브","뷰티 & 메이크업","리뷰 & 언박싱","응급 진정템, 아비브 테카 세럼, 피부 예민, 스킨케어, 각질 정리, 여름 기초, 진정패드, 진정세럼",0,52600,7683238,24,23721,0.43,NULL,NULL,NULL
06gFfid2in4,"집에서 쉽게 따라하는 메이크업 꿀팁들🍯",https://www.youtube.com/watch?v=06gFfid2in4,UCGvdxEiObxX-dTbqSBCTrgg,하은,아비브,"뷰티 & 메이크업",1,NULL,297621,256,22,4.53597,1350000,2026-04-15,1083,KR,"#유료광고 이 영상은 아비브의 유료광고를 포함하고 있습니다.

안녕하세요~! 하은입니다💚
오늘은 요즘 잘 쓰고 있는 아비브 제품 소개해드리면서 쉽게 따라할 수 있는 메이크업 꿀팁들을 준비해봤는데요!!
요즘 너무너무 만족하면서 사용했던 제품이라 여러분도 사용해보시면 좋겠는 마음에 광고를 진행하게 됐어요..🌱

우선 뒤집어졌던 피부에 정말 많은 도움을 준 아비브 어성초 에센스 패드!! 지금 피부가 많이 좋아졌음에도 계속 손이 가는 제품이에요 😆 피부를 진정시켜주고 촉촉하게 만들어줘서 정말 메컵 전에도, 밤에도 사용하기 넘넘 좋은 제품이랍니다! 피부 진정 고민이셨던 분들 꼭! 사용해보셨으면 좋겠어요💖

아비브 어성초 흔적 에센스 패드 리필 기획🌿 : 40,000원 → 26,600원 (33% OFF)
https://bit.ly/haeunct2

그리고 아비브 글루타치온 톤업 CC크림도 꾸준히 사용해주고 있는 아이템인데용!! 진짜 출근 전 필수템,,, 입니다 ㅎㅎ👍🏻 가볍게 대충 샥샥 바르기 너무 좋아요ㅜㅜ 또 메이크업 베이스 겸 선크림으로 사용해도 정말 지속력 많이 올라가는걸 많이 느꼈던 제품이에요!! 이 것도 정말 하나 가지고있으면 여러모로 활용도 너무 좋은 제품이라 꼭 써보셨으면 좋겠어요🥹(간절스럽다..) 

아비브 글루타치온 톤업 선크림 더블 기획🧡 : 37,000원 → 24,610원 (33% OFF)
https://bit.ly/haeuntt2


베이스 꿀팁 말고도 쉽게 따라할 수 있는 방법들 다양하고 간단하게 소개해봤으니 끝까지 봐주세요!! 
언제든지 댓글 달아주시면 제가 할 수 있는 한 아주 꼼꼼하게 설명해드릴거예용 헤헤

오늘도 영상 봐주셔서 너무 감사드리구요!!♥ 그럼 저는 다음 영상으로 찾아올게요 앙뇽~~!!



📩haeuningu@gmail.com

INSTARGRAM : @shaaeunnn

#데일리메이크업 #코랄메이크업 #메이크업 #이목구비 #또렷메이크업 #청담샵 #메이크업스텝","뷰티 & 메이크업",꿀팁,"메이크업, 꿀팁, 아비브, 피부 진정, 톤업, CC크림, 선크림, 데일리메이크업, 코랄메이크업",0,4490,589308,NULL,15261,1.26,"[1+1/파데프리톤업] 아비브 글루타치온좀 CC 선크림 토닝 튜브 50ml 더블 기획 | [망곰 콜라보] 아비브 어성초 흔적 에센스 패드 클리어터치 70매 기획 (+70매 리필+패드케이스)  | [어워즈한정기획/150매] 아비브 어성초 흔적 에센스 패드 클리어터치 70매 어워즈 기획 (+리필 70매+패드 10매) | [열감 진정] 아비브 어성초 스팟 패드 카밍터치 140매 대용량 기획 | [열감 진정] 아비브 어성초 스팟 패드 카밍터치 리필 기획 (80매+리필 80매) | [열감진정] 아비브 어성초 스팟 패드 카밍터치 80매 (+10매 증정기획) | [오롤리데이에디션] 아비브 어성초 흔적 에센스 패드 클리어터치 70매 기획 (+70매 리필+부클파우치)  | [톤업/파데프리] 아비브 글루타치온좀 CC 선크림 토닝 튜브 50ml | 아비브 글루타치온좀 CC 선크림 토닝 튜브 50ml | 아비브 어성초 흔적 에센스 패드 클리어터치 70매 | 아비브 어성","A000000163609,A000000170041,A000000206942,A000000219555,A000000219557,A000000223681,A000000238129,A000000239641,A000000245674,A000000248225,A000000248226,A000000253541",1
mlX2aQK0ryM,"같은 쿠션인데 왜 나만 다크닝 생기지!?",https://www.youtube.com/watch?v=mlX2aQK0ryM,UCAmX2Ky2F1cSZua-9eNrjIQ,"밍서 mingmade",아비브,"뷰티 & 메이크업",1,NULL,1917,9,0,NULL,NULL,2026-04-14,28,KR,"같은 쿠션인데 어떤 날은 화장이 잘 먹고, 또 어떤 날은 오후만 되면 얼굴이 칙칙한적 있지 않나요?🥹
저도 예전엔 파데 문제인 줄 알고 계속 베이스만 바꿔봤는데 더 중요한 건 메이크업 전 기초였더라구요
겉은 유분이 올라오는데 속은 건조한 상태면 다크닝도 더 빨리 오고, 베이스도 훨씬 쉽게 무너져서
요즘은 메이크업 전 속건조 먼저 잡아주는 루틴으로 바꿔줬어요🤍
 
이번에 써본 아비브 히알루로닉 붐 세럼 + 크림 조합은 끈적임 없이 수분감만 꽉 채워줘서 화장이 잘받더라고요✨
 
좋다는 쿠션, 파데 왜 나한텐 안 맞지? 했던 분들은 기초부터 한번 바꿔보세요🫶🏻
 
#수분세럼 #수분크림 #아비브 #히알루로닉붐세럼 #히알루로닉붐크림","뷰티 & 메이크업",꿀팁,"다크닝, 메이크업, 기초, 수분세럼, 수분크림, 아비브, 히알루로닉붐세럼, 히알루로닉붐크림",1,47,125871,NULL,NULL,NULL,NULL,NULL,NULL
xu8WrN7CgmM,"패션 전공생의 나홀로 상하이 패션위크 출장🇨🇳✈ 중국 MZ 스팟인 프라다 롱자이 카페, 콜롬비아 서클, 티엔즈팡♪  원조 버터떡, 과일모찌 먹고 쇼핑까지🚶🏼‍♀️🛒",https://www.youtube.com/watch?v=xu8WrN7CgmM,UCBoQ8_HIOVbOA_FuYtTapqA,"유정 YUJEONG",아비브,"뷰티 & 메이크업",1,NULL,160000,1860,131,219.562,35130000,2026-04-11,1577,KR,"☆+ INSTAGRAM
@jeongvelly👈🏻SNS에서 더 자주 만나요!◡̈

♡+ BUSINESS CONTACT
       yujeong021212@gmail.com



이번 영상은 아비브의 유료광고를 포함하고 있습니다.

유튜브 : https://oy.run/5xvXYsyaOOX0kQ

인스타그램 스토리 : https://oy.run/opOhO1xLGJAYfn

스토리는 일요일 오전 11시 오픈❤️


☁️ 메이크업 정보
렌즈 - 렌블링 메가퓨어블 애쉬그레이
립 - 샌시 아쿠아 글로우 립 오일 멜로우코랄, 페리페라 잉크 글래스팅 립글로스 피그밀크폼


🧹 옷 정보
DAY1
상의 - 앤더슨벨
양말 - 코이세이오
신발 - 헌터 X 앤더슨벨
가방 - 발렌시아가
악세사리 - 알리익스프레스

DAY2
아우터 - 루나키후
가방 - Yee
드레스 - 수잔팡
신발 - 휠라
스타킹 - 쉬인
악세사리 - 영리영리

DAY3
상의 - 슈슈통
하의 - WM
신발 - 프라다
스타킹 - 알리익스프레스
가방 - 비비안 웨스트우드
안경 - 슈슈통


🏡 타임라인
00:00 오프닝
00:25 1일차
08:02 2일차
21:12 3일차

📦 선물 보내는 곳 주소를 많이 물어봐주셔서 적어놓을게요!
서울특별시 마포구 잔다리로3안길 35 , 아티스트앤스튜디오빌딩 3층


오늘도 제 채널에 방문해주셔서 너무 감사드립니다! (*˘˘*)

#vlog #중국여행","패션 & 의류",브이로그,"패션위크, 상하이, 여행, MZ 스팟, 프라다, 먹방, 쇼핑, 브이로그",0,459000,250210865,22,341629,1.27,NULL,NULL,NULL
q6OUDhMOxAw,"피부 화장 뜨면 집가고 싶은거 나만 그래요..? #광고",https://www.youtube.com/watch?v=q6OUDhMOxAw,UC9rTTYbfcZ1zEgoSoJpXQjw,"수련 Sooryeon",아비브,"뷰티 & 메이크업",1,NULL,560000,5,1,1.23214,690000,2026-04-03,42,KR,NULL,"뷰티 & 메이크업",토크,,1,2620,1278529,NULL,13754,0.93,NULL,NULL,NULL
QmcYusiyrGg,"벚꽃놀이 인생샷 건지는 꿀팁 🌸 #아비브 #어성초패드 #수분패드 #진정패드 #어성초세럼 #수분세럼 #올영추천 #올영추천템 #올리브영",https://www.youtube.com/watch?v=QmcYusiyrGg,UCVWMxFz4W6UuP3kF49o_eMg,"코아와함께 koawith",아비브,"뷰티 & 메이크업",1,NULL,490000,4,1,NULL,NULL,2026-04-03,34,KR,NULL,"일상 & 라이프스타일",꿀팁,"벚꽃놀이, 인생샷, 꿀팁, 아비브, 어성초패드, 수분패드, 진정패드, 어성초세럼, 수분세럼, 올리브영",1,175,1168390,NULL,NULL,NULL,NULL,NULL,NULL
1tMhfnpObEo,"푸석함과 이별시켜주는 레전드 수분세럼",https://www.youtube.com/watch?v=1tMhfnpObEo,UCrNISLWm4d6SRf8AUjoGm1g,"미니피 minniep",아비브,"뷰티 & 메이크업",1,NULL,10000,89,11,1342,13420000,2026-04-01,88,KR,"#아비브세럼 #수분세럼 #데일리세럼 #피부관리","뷰티 & 메이크업",튜토리얼,"아비브세럼, 수분세럼, 데일리세럼, 피부관리",1,124000,12637860,NULL,61945,1.61,"[수분/화잘먹] 아비브 수분초 히알루론 선세럼 워터리 튜브 50ml",A000000223680,0
EalVSNhWKMM,"세럼에 왜 바다포도가 들어있지?🍇 #아비브 #세럼추천",https://www.youtube.com/watch?v=EalVSNhWKMM,UCvqdSTuGXEUQPeEJPQHy9yA,양뷰,아비브,"뷰티 & 메이크업",1,NULL,440000,229,32,6.56818,2890000,2026-03-31,29,KR,"피부 뒤집어짐 감지🚨
→ 바로 어성초 세럼 출동💚

캡슐이 톡톡 터지면서 피부 진정되는 느낌에 중독됨…✨

가볍게 발리는데 촉촉함은 오래가서
요즘 최애 세럼이에요🍀

게다가 1+1이면…?
이건 그냥 쟁이는 각😌

#아비브 #어성초세럼 #진정세럼 #트러블세럼 #올영추천템","뷰티 & 메이크업","리뷰 & 언박싱","아비브, 어성초세럼, 진정세럼, 트러블세럼, 올영추천템",1,24700,37721226,NULL,148597,NULL,NULL,NULL,NULL
XsNZCe04h1I,"[Vlog] 고3의 일상 브이로그💝/ 공부 브이로그/ 트러블진정 나이트루틴🌙/ 개학부터 3모까지… 3월 이모저모💭/  아이폰17프맥 언박싱 | 류희진",https://www.youtube.com/watch?v=XsNZCe04h1I,UCz4yPJFDRz7dv_mrGIEWYUg,류희진,아비브,"뷰티 & 메이크업",1,NULL,64000,0,192,82.5,5280000,2026-03-30,762,KR,"#vlog #브이로그 
이 영상은 '아비브'의 유료광고가 포함되어 있습니다.

▶ 아비브 어성초 세럼 1+1 더블기획: https://bit.ly/4lDsOgm (*3/31 오특 행사 품목)
▶ 아비브 어성초 세럼+20ml 증정기획: https://bit.ly/4uDLAIC

🍀류희진X아비브 구독자이벤트🍀
댓글 작성 및 구글폼 참여해주신 분들 중 추첨을 통해 10분께 아비브 어성초 세럼(단품)을 선물 해드립니다✨
https://forms.gle/D2egbQ15Ad5Xd3mKA

💡참여 기간 : 3/30 (월) - 4/5 (일)
💡당첨자 발표 :  4/7(화) 발표 I  영상 고정댓글 내에 고지 예정
💡당첨자 발표 후 개별 발송 진행 될 예정입니다 = )

비즈니스 문의
imzzin14@gmail.com","일상 & 라이프스타일",브이로그,"고3, 공부, 트러블진정, 나이트루틴, 개학, 아이폰17프맥, 언박싱",0,52400,9501528,NULL,100295,0.13,"[5초진정세럼] 아비브 어성초 테카 캡슐 세럼 카밍 드롭 50ml | [망곰 콜라보] 아비브 어성초 테카 캡슐 세럼 카밍 드롭 50ml 더블 기획 (+러기지택)  | 아비브 어성초 테카 캡슐 세럼 카밍 드롭 50ml 더블 기획 | 아비브 어성초 테카 캡슐 세럼 카밍드롭 50+20ml 기획","A000000210482,A000000219548,A000000232436,A000000245672",1
