cluster_id,sub_keyword,id,cluster_id,analysis_date,topic_total_post_count,topic_total_dm_count,cluster_name,topic,cluster_post_share,cluster_dm_share,dm_per_views,dm_per_likes,cluster_post_count,cluster_dm_send_count,cluster_views,cluster_likes,cluster_name_reason,top1_post_id,top2_post_id,top3_post_id,created_at,updated_at
육아/키즈_2,출산선물,1121,육아/키즈_2,2026-05-18,924,229758,유모차,육아/키즈,0.050865800865800864,0.05119299436798719,0.008116224444450579,0.7179831522402637,47,11762,1449196,16382,"2026 베이비페어에서 명품 유모차 브랜드가 강세를 보이며 경량·휴대성 중심으로 관심 급증",DYPeskkRuXE,DYONDXeJ6e-,DYPOZ9fJZg3,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_2,출산준비,1121,육아/키즈_2,2026-05-18,924,229758,유모차,육아/키즈,0.050865800865800864,0.05119299436798719,0.008116224444450579,0.7179831522402637,47,11762,1449196,16382,"2026 베이비페어에서 명품 유모차 브랜드가 강세를 보이며 경량·휴대성 중심으로 관심 급증",DYPeskkRuXE,DYONDXeJ6e-,DYPOZ9fJZg3,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_2,실내복,1121,육아/키즈_2,2026-05-18,924,229758,유모차,육아/키즈,0.050865800865800864,0.05119299436798719,0.008116224444450579,0.7179831522402637,47,11762,1449196,16382,"2026 베이비페어에서 명품 유모차 브랜드가 강세를 보이며 경량·휴대성 중심으로 관심 급증",DYPeskkRuXE,DYONDXeJ6e-,DYPOZ9fJZg3,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_2,아기옷,1121,육아/키즈_2,2026-05-18,924,229758,유모차,육아/키즈,0.050865800865800864,0.05119299436798719,0.008116224444450579,0.7179831522402637,47,11762,1449196,16382,"2026 베이비페어에서 명품 유모차 브랜드가 강세를 보이며 경량·휴대성 중심으로 관심 급증",DYPeskkRuXE,DYONDXeJ6e-,DYPOZ9fJZg3,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_2,가벼운,1121,육아/키즈_2,2026-05-18,924,229758,유모차,육아/키즈,0.050865800865800864,0.05119299436798719,0.008116224444450579,0.7179831522402637,47,11762,1449196,16382,"2026 베이비페어에서 명품 유모차 브랜드가 강세를 보이며 경량·휴대성 중심으로 관심 급증",DYPeskkRuXE,DYONDXeJ6e-,DYPOZ9fJZg3,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_2,초경량,1121,육아/키즈_2,2026-05-18,924,229758,유모차,육아/키즈,0.050865800865800864,0.05119299436798719,0.008116224444450579,0.7179831522402637,47,11762,1449196,16382,"2026 베이비페어에서 명품 유모차 브랜드가 강세를 보이며 경량·휴대성 중심으로 관심 급증",DYPeskkRuXE,DYONDXeJ6e-,DYPOZ9fJZg3,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_2,휴대용,1121,육아/키즈_2,2026-05-18,924,229758,유모차,육아/키즈,0.050865800865800864,0.05119299436798719,0.008116224444450579,0.7179831522402637,47,11762,1449196,16382,"2026 베이비페어에서 명품 유모차 브랜드가 강세를 보이며 경량·휴대성 중심으로 관심 급증",DYPeskkRuXE,DYONDXeJ6e-,DYPOZ9fJZg3,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_3,"감각 장난감",1122,육아/키즈_3,2026-05-18,924,229758,"신생아 용품",육아/키즈,0.04004329004329004,0.014127908495025201,0.003250977246163877,0.4874605796666166,37,3246,998469,6659,"2026년 신생아 용품 준비물 체크리스트가 화제로, 초보 부모 대상 콘텐츠가 다수 생산되는 트렌드",DYQ8KfERCUQ,DYUTDBvpZVX,DYPOPEjPusy,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_3,"발달 장난감",1122,육아/키즈_3,2026-05-18,924,229758,"신생아 용품",육아/키즈,0.04004329004329004,0.014127908495025201,0.003250977246163877,0.4874605796666166,37,3246,998469,6659,"2026년 신생아 용품 준비물 체크리스트가 화제로, 초보 부모 대상 콘텐츠가 다수 생산되는 트렌드",DYQ8KfERCUQ,DYUTDBvpZVX,DYPOPEjPusy,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_3,"원목 장난감",1122,육아/키즈_3,2026-05-18,924,229758,"신생아 용품",육아/키즈,0.04004329004329004,0.014127908495025201,0.003250977246163877,0.4874605796666166,37,3246,998469,6659,"2026년 신생아 용품 준비물 체크리스트가 화제로, 초보 부모 대상 콘텐츠가 다수 생산되는 트렌드",DYQ8KfERCUQ,DYUTDBvpZVX,DYPOPEjPusy,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_3,장난감,1122,육아/키즈_3,2026-05-18,924,229758,"신생아 용품",육아/키즈,0.04004329004329004,0.014127908495025201,0.003250977246163877,0.4874605796666166,37,3246,998469,6659,"2026년 신생아 용품 준비물 체크리스트가 화제로, 초보 부모 대상 콘텐츠가 다수 생산되는 트렌드",DYQ8KfERCUQ,DYUTDBvpZVX,DYPOPEjPusy,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_3,놀이,1122,육아/키즈_3,2026-05-18,924,229758,"신생아 용품",육아/키즈,0.04004329004329004,0.014127908495025201,0.003250977246163877,0.4874605796666166,37,3246,998469,6659,"2026년 신생아 용품 준비물 체크리스트가 화제로, 초보 부모 대상 콘텐츠가 다수 생산되는 트렌드",DYQ8KfERCUQ,DYUTDBvpZVX,DYPOPEjPusy,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_3,"사고력 장난감",1122,육아/키즈_3,2026-05-18,924,229758,"신생아 용품",육아/키즈,0.04004329004329004,0.014127908495025201,0.003250977246163877,0.4874605796666166,37,3246,998469,6659,"2026년 신생아 용품 준비물 체크리스트가 화제로, 초보 부모 대상 콘텐츠가 다수 생산되는 트렌드",DYQ8KfERCUQ,DYUTDBvpZVX,DYPOPEjPusy,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_3,신생아,1122,육아/키즈_3,2026-05-18,924,229758,"신생아 용품",육아/키즈,0.04004329004329004,0.014127908495025201,0.003250977246163877,0.4874605796666166,37,3246,998469,6659,"2026년 신생아 용품 준비물 체크리스트가 화제로, 초보 부모 대상 콘텐츠가 다수 생산되는 트렌드",DYQ8KfERCUQ,DYUTDBvpZVX,DYPOPEjPusy,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_3,예비맘,1122,육아/키즈_3,2026-05-18,924,229758,"신생아 용품",육아/키즈,0.04004329004329004,0.014127908495025201,0.003250977246163877,0.4874605796666166,37,3246,998469,6659,"2026년 신생아 용품 준비물 체크리스트가 화제로, 초보 부모 대상 콘텐츠가 다수 생산되는 트렌드",DYQ8KfERCUQ,DYUTDBvpZVX,DYPOPEjPusy,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_3,출산선물,1122,육아/키즈_3,2026-05-18,924,229758,"신생아 용품",육아/키즈,0.04004329004329004,0.014127908495025201,0.003250977246163877,0.4874605796666166,37,3246,998469,6659,"2026년 신생아 용품 준비물 체크리스트가 화제로, 초보 부모 대상 콘텐츠가 다수 생산되는 트렌드",DYQ8KfERCUQ,DYUTDBvpZVX,DYPOPEjPusy,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_3,출산준비,1122,육아/키즈_3,2026-05-18,924,229758,"신생아 용품",육아/키즈,0.04004329004329004,0.014127908495025201,0.003250977246163877,0.4874605796666166,37,3246,998469,6659,"2026년 신생아 용품 준비물 체크리스트가 화제로, 초보 부모 대상 콘텐츠가 다수 생산되는 트렌드",DYQ8KfERCUQ,DYUTDBvpZVX,DYPOPEjPusy,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_4,"디럭스 유모차",1123,육아/키즈_4,2026-05-18,924,229758,장난감,육아/키즈,0.05194805194805195,0.03150271154867295,0.008584250900172207,0.48447121820615796,48,7238,843172,14940,"어린이날 선물 시장 1.9배 성장과 함께 장난감 IP 협업 상품이 2026년 핵심 키워드로 부상",DYOxFlnSd73,DYUW3Qdhi6k,DYUbUKCzPtM,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_4,"에그 유모차",1123,육아/키즈_4,2026-05-18,924,229758,장난감,육아/키즈,0.05194805194805195,0.03150271154867295,0.008584250900172207,0.48447121820615796,48,7238,843172,14940,"어린이날 선물 시장 1.9배 성장과 함께 장난감 IP 협업 상품이 2026년 핵심 키워드로 부상",DYOxFlnSd73,DYUW3Qdhi6k,DYUbUKCzPtM,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_4,유모차,1123,육아/키즈_4,2026-05-18,924,229758,장난감,육아/키즈,0.05194805194805195,0.03150271154867295,0.008584250900172207,0.48447121820615796,48,7238,843172,14940,"어린이날 선물 시장 1.9배 성장과 함께 장난감 IP 협업 상품이 2026년 핵심 키워드로 부상",DYOxFlnSd73,DYUW3Qdhi6k,DYUbUKCzPtM,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_4,"휴대용 유모차",1123,육아/키즈_4,2026-05-18,924,229758,장난감,육아/키즈,0.05194805194805195,0.03150271154867295,0.008584250900172207,0.48447121820615796,48,7238,843172,14940,"어린이날 선물 시장 1.9배 성장과 함께 장난감 IP 협업 상품이 2026년 핵심 키워드로 부상",DYOxFlnSd73,DYUW3Qdhi6k,DYUbUKCzPtM,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_4,"산모 영양제",1123,육아/키즈_4,2026-05-18,924,229758,장난감,육아/키즈,0.05194805194805195,0.03150271154867295,0.008584250900172207,0.48447121820615796,48,7238,843172,14940,"어린이날 선물 시장 1.9배 성장과 함께 장난감 IP 협업 상품이 2026년 핵심 키워드로 부상",DYOxFlnSd73,DYUW3Qdhi6k,DYUbUKCzPtM,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_4,엽산,1123,육아/키즈_4,2026-05-18,924,229758,장난감,육아/키즈,0.05194805194805195,0.03150271154867295,0.008584250900172207,0.48447121820615796,48,7238,843172,14940,"어린이날 선물 시장 1.9배 성장과 함께 장난감 IP 협업 상품이 2026년 핵심 키워드로 부상",DYOxFlnSd73,DYUW3Qdhi6k,DYUbUKCzPtM,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_4,임산부,1123,육아/키즈_4,2026-05-18,924,229758,장난감,육아/키즈,0.05194805194805195,0.03150271154867295,0.008584250900172207,0.48447121820615796,48,7238,843172,14940,"어린이날 선물 시장 1.9배 성장과 함께 장난감 IP 협업 상품이 2026년 핵심 키워드로 부상",DYOxFlnSd73,DYUW3Qdhi6k,DYUbUKCzPtM,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_4,"임신 영양제",1123,육아/키즈_4,2026-05-18,924,229758,장난감,육아/키즈,0.05194805194805195,0.03150271154867295,0.008584250900172207,0.48447121820615796,48,7238,843172,14940,"어린이날 선물 시장 1.9배 성장과 함께 장난감 IP 협업 상품이 2026년 핵심 키워드로 부상",DYOxFlnSd73,DYUW3Qdhi6k,DYUbUKCzPtM,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_4,놀이터,1123,육아/키즈_4,2026-05-18,924,229758,장난감,육아/키즈,0.05194805194805195,0.03150271154867295,0.008584250900172207,0.48447121820615796,48,7238,843172,14940,"어린이날 선물 시장 1.9배 성장과 함께 장난감 IP 협업 상품이 2026년 핵심 키워드로 부상",DYOxFlnSd73,DYUW3Qdhi6k,DYUbUKCzPtM,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_4,역할놀이,1123,육아/키즈_4,2026-05-18,924,229758,장난감,육아/키즈,0.05194805194805195,0.03150271154867295,0.008584250900172207,0.48447121820615796,48,7238,843172,14940,"어린이날 선물 시장 1.9배 성장과 함께 장난감 IP 협업 상품이 2026년 핵심 키워드로 부상",DYOxFlnSd73,DYUW3Qdhi6k,DYUbUKCzPtM,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_4,집콕놀이,1123,육아/키즈_4,2026-05-18,924,229758,장난감,육아/키즈,0.05194805194805195,0.03150271154867295,0.008584250900172207,0.48447121820615796,48,7238,843172,14940,"어린이날 선물 시장 1.9배 성장과 함께 장난감 IP 협업 상품이 2026년 핵심 키워드로 부상",DYOxFlnSd73,DYUW3Qdhi6k,DYUbUKCzPtM,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_5,"등원 적응",1124,육아/키즈_5,2026-05-18,924,229758,어린이집,육아/키즈,0.05303030303030303,0.0763281365610773,0.012454494966926737,1.4860605033471739,49,17537,1408086,11801,"등원룩 해시태그 확산으로 어린이집·유치원 패션 콘텐츠가 2026년 워킹맘 사이 인기 트렌드",DYLxqkIOIxn,DYPI24RJPMn,DYQtptcvbjO,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_5,어린이집,1124,육아/키즈_5,2026-05-18,924,229758,어린이집,육아/키즈,0.05303030303030303,0.0763281365610773,0.012454494966926737,1.4860605033471739,49,17537,1408086,11801,"등원룩 해시태그 확산으로 어린이집·유치원 패션 콘텐츠가 2026년 워킹맘 사이 인기 트렌드",DYLxqkIOIxn,DYPI24RJPMn,DYQtptcvbjO,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_5,"어린이집 입소",1124,육아/키즈_5,2026-05-18,924,229758,어린이집,육아/키즈,0.05303030303030303,0.0763281365610773,0.012454494966926737,1.4860605033471739,49,17537,1408086,11801,"등원룩 해시태그 확산으로 어린이집·유치원 패션 콘텐츠가 2026년 워킹맘 사이 인기 트렌드",DYLxqkIOIxn,DYPI24RJPMn,DYQtptcvbjO,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_5,유치원,1124,육아/키즈_5,2026-05-18,924,229758,어린이집,육아/키즈,0.05303030303030303,0.0763281365610773,0.012454494966926737,1.4860605033471739,49,17537,1408086,11801,"등원룩 해시태그 확산으로 어린이집·유치원 패션 콘텐츠가 2026년 워킹맘 사이 인기 트렌드",DYLxqkIOIxn,DYPI24RJPMn,DYQtptcvbjO,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_5,"수면 기저귀",1124,육아/키즈_5,2026-05-18,924,229758,어린이집,육아/키즈,0.05303030303030303,0.0763281365610773,0.012454494966926737,1.4860605033471739,49,17537,1408086,11801,"등원룩 해시태그 확산으로 어린이집·유치원 패션 콘텐츠가 2026년 워킹맘 사이 인기 트렌드",DYLxqkIOIxn,DYPI24RJPMn,DYQtptcvbjO,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_5,"일회용 기저귀",1124,육아/키즈_5,2026-05-18,924,229758,어린이집,육아/키즈,0.05303030303030303,0.0763281365610773,0.012454494966926737,1.4860605033471739,49,17537,1408086,11801,"등원룩 해시태그 확산으로 어린이집·유치원 패션 콘텐츠가 2026년 워킹맘 사이 인기 트렌드",DYLxqkIOIxn,DYPI24RJPMn,DYQtptcvbjO,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_5,"팬티형 기저귀",1124,육아/키즈_5,2026-05-18,924,229758,어린이집,육아/키즈,0.05303030303030303,0.0763281365610773,0.012454494966926737,1.4860605033471739,49,17537,1408086,11801,"등원룩 해시태그 확산으로 어린이집·유치원 패션 콘텐츠가 2026년 워킹맘 사이 인기 트렌드",DYLxqkIOIxn,DYPI24RJPMn,DYQtptcvbjO,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_5,등원룩,1124,육아/키즈_5,2026-05-18,924,229758,어린이집,육아/키즈,0.05303030303030303,0.0763281365610773,0.012454494966926737,1.4860605033471739,49,17537,1408086,11801,"등원룩 해시태그 확산으로 어린이집·유치원 패션 콘텐츠가 2026년 워킹맘 사이 인기 트렌드",DYLxqkIOIxn,DYPI24RJPMn,DYQtptcvbjO,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_5,선생님,1124,육아/키즈_5,2026-05-18,924,229758,어린이집,육아/키즈,0.05303030303030303,0.0763281365610773,0.012454494966926737,1.4860605033471739,49,17537,1408086,11801,"등원룩 해시태그 확산으로 어린이집·유치원 패션 콘텐츠가 2026년 워킹맘 사이 인기 트렌드",DYLxqkIOIxn,DYPI24RJPMn,DYQtptcvbjO,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_6,예비맘,1125,육아/키즈_6,2026-05-18,924,229758,"임산부 영양제",육아/키즈,0.04112554112554113,0.02874328641440124,0.005584367154382722,0.7143320713899405,38,6604,1182587,9245,"2026 건기식 시장에서 임산부 영양제가 상황·목적 기반 카테고리로 검색량 급증",DYULQV9JFGC,DYN9sHzP_1V,DYN9iFMP4f_,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_6,임산부,1125,육아/키즈_6,2026-05-18,924,229758,"임산부 영양제",육아/키즈,0.04112554112554113,0.02874328641440124,0.005584367154382722,0.7143320713899405,38,6604,1182587,9245,"2026 건기식 시장에서 임산부 영양제가 상황·목적 기반 카테고리로 검색량 급증",DYULQV9JFGC,DYN9sHzP_1V,DYN9iFMP4f_,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_6,"임산부 비타민",1125,육아/키즈_6,2026-05-18,924,229758,"임산부 영양제",육아/키즈,0.04112554112554113,0.02874328641440124,0.005584367154382722,0.7143320713899405,38,6604,1182587,9245,"2026 건기식 시장에서 임산부 영양제가 상황·목적 기반 카테고리로 검색량 급증",DYULQV9JFGC,DYN9sHzP_1V,DYN9iFMP4f_,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_6,"임산부 영양제",1125,육아/키즈_6,2026-05-18,924,229758,"임산부 영양제",육아/키즈,0.04112554112554113,0.02874328641440124,0.005584367154382722,0.7143320713899405,38,6604,1182587,9245,"2026 건기식 시장에서 임산부 영양제가 상황·목적 기반 카테고리로 검색량 급증",DYULQV9JFGC,DYN9sHzP_1V,DYN9iFMP4f_,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_6,"디럭스 유모차",1125,육아/키즈_6,2026-05-18,924,229758,"임산부 영양제",육아/키즈,0.04112554112554113,0.02874328641440124,0.005584367154382722,0.7143320713899405,38,6604,1182587,9245,"2026 건기식 시장에서 임산부 영양제가 상황·목적 기반 카테고리로 검색량 급증",DYULQV9JFGC,DYN9sHzP_1V,DYN9iFMP4f_,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_6,"절충형 유모차",1125,육아/키즈_6,2026-05-18,924,229758,"임산부 영양제",육아/키즈,0.04112554112554113,0.02874328641440124,0.005584367154382722,0.7143320713899405,38,6604,1182587,9245,"2026 건기식 시장에서 임산부 영양제가 상황·목적 기반 카테고리로 검색량 급증",DYULQV9JFGC,DYN9sHzP_1V,DYN9iFMP4f_,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_6,"휴대용 유모차",1125,육아/키즈_6,2026-05-18,924,229758,"임산부 영양제",육아/키즈,0.04112554112554113,0.02874328641440124,0.005584367154382722,0.7143320713899405,38,6604,1182587,9245,"2026 건기식 시장에서 임산부 영양제가 상황·목적 기반 카테고리로 검색량 급증",DYULQV9JFGC,DYN9sHzP_1V,DYN9iFMP4f_,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_6,산모,1125,육아/키즈_6,2026-05-18,924,229758,"임산부 영양제",육아/키즈,0.04112554112554113,0.02874328641440124,0.005584367154382722,0.7143320713899405,38,6604,1182587,9245,"2026 건기식 시장에서 임산부 영양제가 상황·목적 기반 카테고리로 검색량 급증",DYULQV9JFGC,DYN9sHzP_1V,DYN9iFMP4f_,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_6,태교,1125,육아/키즈_6,2026-05-18,924,229758,"임산부 영양제",육아/키즈,0.04112554112554113,0.02874328641440124,0.005584367154382722,0.7143320713899405,38,6604,1182587,9245,"2026 건기식 시장에서 임산부 영양제가 상황·목적 기반 카테고리로 검색량 급증",DYULQV9JFGC,DYN9sHzP_1V,DYN9iFMP4f_,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_7,공구,1126,육아/키즈_7,2026-05-18,924,229758,기저귀,육아/키즈,0.03571428571428571,0.015198600266367221,0.005031903304456088,0.18272199256972424,33,3492,693972,19111,"신생아 필수템 중 가장 많이 소비되는 카테고리로 흡수력·통기성 기준 비교 콘텐츠 강세",DYPYgx1p8Sc,DYUXv0qP-PF,DYOSz45PgWl,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_7,공구예고,1126,육아/키즈_7,2026-05-18,924,229758,기저귀,육아/키즈,0.03571428571428571,0.015198600266367221,0.005031903304456088,0.18272199256972424,33,3492,693972,19111,"신생아 필수템 중 가장 많이 소비되는 카테고리로 흡수력·통기성 기준 비교 콘텐츠 강세",DYPYgx1p8Sc,DYUXv0qP-PF,DYOSz45PgWl,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_7,공구오픈,1126,육아/키즈_7,2026-05-18,924,229758,기저귀,육아/키즈,0.03571428571428571,0.015198600266367221,0.005031903304456088,0.18272199256972424,33,3492,693972,19111,"신생아 필수템 중 가장 많이 소비되는 카테고리로 흡수력·통기성 기준 비교 콘텐츠 강세",DYPYgx1p8Sc,DYUXv0qP-PF,DYOSz45PgWl,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_7,구매인증,1126,육아/키즈_7,2026-05-18,924,229758,기저귀,육아/키즈,0.03571428571428571,0.015198600266367221,0.005031903304456088,0.18272199256972424,33,3492,693972,19111,"신생아 필수템 중 가장 많이 소비되는 카테고리로 흡수력·통기성 기준 비교 콘텐츠 강세",DYPYgx1p8Sc,DYUXv0qP-PF,DYOSz45PgWl,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_7,공동구매,1126,육아/키즈_7,2026-05-18,924,229758,기저귀,육아/키즈,0.03571428571428571,0.015198600266367221,0.005031903304456088,0.18272199256972424,33,3492,693972,19111,"신생아 필수템 중 가장 많이 소비되는 카테고리로 흡수력·통기성 기준 비교 콘텐츠 강세",DYPYgx1p8Sc,DYUXv0qP-PF,DYOSz45PgWl,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_7,사은품,1126,육아/키즈_7,2026-05-18,924,229758,기저귀,육아/키즈,0.03571428571428571,0.015198600266367221,0.005031903304456088,0.18272199256972424,33,3492,693972,19111,"신생아 필수템 중 가장 많이 소비되는 카테고리로 흡수력·통기성 기준 비교 콘텐츠 강세",DYPYgx1p8Sc,DYUXv0qP-PF,DYOSz45PgWl,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_7,팸퍼스,1126,육아/키즈_7,2026-05-18,924,229758,기저귀,육아/키즈,0.03571428571428571,0.015198600266367221,0.005031903304456088,0.18272199256972424,33,3492,693972,19111,"신생아 필수템 중 가장 많이 소비되는 카테고리로 흡수력·통기성 기준 비교 콘텐츠 강세",DYPYgx1p8Sc,DYUXv0qP-PF,DYOSz45PgWl,"2026-05-18 10:55:15","2026-05-18 10:55:15"
