channel_id,average_views,average_views_ads,average_views_except_short,average_views_short,engagement_rate,engagement_rate_last_10,subs_growth_3_months,subs_growth_3_months_amount,short_ratio,total_videos,trend_count,format1_long,format1_short,topic1_long,topic1_short,topic2_long,topic2_short
UC7YZs-gjYRCuDRPPym9Pm9g,33148,5818,29525,37699,0.82,0.37,37.3,9400,44.32,176,NULL,튜토리얼,"리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","의료 & 건강","피트니스 & 다이어트"
UC8cBqbVAQVltRE039s_H6nA,9183,11709,9552,8714,1.11,2.78,1.22,600,44.08,794,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","패션 & 의류"
UC8iCWlmhzRfMaXAp8oZGlXQ,5332,3400,2384,6665,2.03,4.06,20.45,360,68.87,212,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,"피트니스 & 다이어트"
UC8IZgwaUso-ZJEN0jg76iuQ,19918,10221,10985,23113,1.06,0.52,5.94,400,73.66,243,NULL,NULL,"리뷰 & 언박싱",NULL,"뷰티 & 메이크업",NULL,NULL
UC8yDQSGOYqcSpxLk9H5nY0A,10911,6295,4452,17984,0.17,0.23,25.42,450,47.73,176,NULL,브이로그,브이로그,"일상 & 라이프스타일","일상 & 라이프스타일","교육 & 커리어","뷰티 & 메이크업"
UC91hDMARTS2NMQKaOj-zThw,22345,48561,19600,25247,0.63,0.53,3.23,1700,48.62,436,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","여행 & 캠핑","여행 & 캠핑"
UC9G7V6-HU_Cg7-yWLO1rH6w,182004,63518,147510,207972,1.27,0.87,0,0,57.05,312,1,튜토리얼,튜토리얼,"뷰티 & 메이크업","뷰티 & 메이크업","피트니스 & 다이어트","패션 & 의류"
UC9oQKggaTQK7n-EuTEUGljw,66886,24063,5477,74759,0.87,0.68,20.67,3100,88.64,264,NULL,하울,"리뷰 & 언박싱","패션 & 의류","뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류"
UC9SxIMTbO5pf97hCV0Ta1PQ,85365,189492,101299,70195,1.39,1.95,4.28,8000,51.23,691,NULL,튜토리얼,"리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,"패션 & 의류"
UCA1MVioFnBn_bqS2ilm_xxQ,82607,65493,76273,92696,1.22,2.01,4.96,6000,38.57,210,NULL,브이로그,튜토리얼,"일상 & 라이프스타일","패션 & 의류","패션 & 의류","뷰티 & 메이크업"
UCA5CvI96Q7XtiRIxmajRzWw,5070,3434,6324,3445,0.47,0.01,0,0,43.55,62,NULL,브이로그,"리뷰 & 언박싱","여행 & 캠핑",육아,"일상 & 라이프스타일","뷰티 & 메이크업"
UCa6F7kUQnN8fmLBnSRSpY_g,30208,NULL,NULL,30208,NULL,NULL,69.44,1000,100,74,NULL,NULL,"리뷰 & 언박싱",NULL,"뷰티 & 메이크업",NULL,NULL
UCa8kktUkK9JWZQoudZ_o5pg,264011,252607,259578,270896,1.85,1.94,1.34,5000,39.17,457,17,브이로그,브이로그,"연애 & 결혼","연애 & 결혼","일상 & 라이프스타일","일상 & 라이프스타일"
UCANG9nPHHhmyOtMVk0bWgaA,133284,73036,136913,107458,1.25,1.19,-0.51,-2000,12.32,349,NULL,"리뷰 & 언박싱",꿀팁,"뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","패션 & 의류"
UCAnoDg9pnvrNalHRTZrnELw,22701,18322,20037,26201,1.3,1.14,0.14,100,43.22,391,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","음식 & 음료","연애 & 결혼"
UCAUbDYDwV34yk6pYiZg_CzA,104570,48517,69684,129773,1.47,1.76,-0.28,-2000,58.06,453,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","일상 & 라이프스타일","패션 & 의류"
UCAX2tDl9kx-Fu7ama9COXCw,1838,NULL,4796,1815,0.54,0.54,10.06,170,97.21,358,NULL,NULL,ASMR,NULL,엔터테인먼트,NULL,"뷰티 & 메이크업"
UCaxyM3FMUgdIcP0iPZl0FGg,9119,5726,4668,14440,0.57,2.24,3.91,1200,45.55,1473,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","패션 & 의류"
UCB0iI4S727iXExTQvEVG4UQ,37815,19904,30463,65086,1.77,3.5,-0.28,-1000,21.23,405,2,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","음식 & 음료"
UCB44fSGXvnBP6CVp10CenPg,40810,34736,28313,59268,0.2,0.31,3.36,4000,40.65,861,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","패션 & 의류"
UCb6uSKrF8frmRewPQLkHXQA,70036,10223,9510,71775,1.11,1.11,2.42,400,97.21,179,NULL,NULL,"리뷰 & 언박싱",NULL,"뷰티 & 메이크업",NULL,"음식 & 음료"
UCBe6652nD2J9UTU2ekJJiFg,142356,11967,15110,150753,3.86,3.86,103.7,3360,94,50,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,"일상 & 라이프스타일"
UCbfWg0XNGUJy06efDjdua4w,5122,3872,4295,6896,0.97,1.11,40.16,490,33.33,78,NULL,하울,"리뷰 & 언박싱","패션 & 의류","패션 & 의류","일상 & 라이프스타일","음식 & 음료"
UCBNKPs6EEIPIjQ8gWUiCuNw,36309,38094,38307,17600,0.14,0.22,3.91,1400,9.65,114,NULL,브이로그,브이로그,"일상 & 라이프스타일","패션 & 의류","패션 & 의류","뷰티 & 메이크업"
UCBwNdVwj_736A_qCyE0mUZA,1489,1131,507,1903,0.67,0.57,-1.56,-70,70.35,199,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","의료 & 건강","뷰티 & 메이크업",NULL,"의료 & 건강"
UCbytdaSGUO3n58MIiivf5HA,39677,3527,30238,40594,0.44,0.44,-1.35,-200,91.14,79,NULL,튜토리얼,"리뷰 & 언박싱","취미 & 공예 & 디자인","취미 & 공예 & 디자인",음악,"뷰티 & 메이크업"
UCc_vOO8-XNMT8KmIVTEbt5g,211357,174810,225060,134233,1.52,1.43,-0.26,-2000,15.09,517,NULL,튜토리얼,브이로그,"뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","패션 & 의류"
UCc3fe_8F9fclqUpw-rvqY-A,4982,3976,5604,4766,1.28,1.4,1.9,200,74.21,252,NULL,브이로그,하울,"패션 & 의류","패션 & 의류","일상 & 라이프스타일","뷰티 & 메이크업"
UCc3lx0-oWbbNkr7owjeQYrg,13525,9683,11904,16911,1.6,2.11,2.48,1000,32.38,420,NULL,튜토리얼,튜토리얼,"뷰티 & 메이크업","패션 & 의류","패션 & 의류","뷰티 & 메이크업"
UCcdFj2n6_nWtPi2ELkcaQ0w,25155,27824,26730,22324,1.54,2.04,1.67,2000,35.75,828,NULL,ASMR,ASMR,"음식 & 음료","음식 & 음료",ASMR,"뷰티 & 메이크업"
UCceUWPM7SkvOmJ3bs9ZYJCw,94638,60825,92162,103033,0.67,1.42,-0.36,-1000,22.78,676,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","일상 & 라이프스타일","연애 & 결혼"
UCcgZW0RHnct7dTMXAn0_W1g,1587,NULL,803,1881,1.22,0.75,382.08,1173,72.73,66,NULL,"리뷰 & 언박싱",토크,"의료 & 건강","의료 & 건강",NULL,"뷰티 & 메이크업"
UCChdHmdkgTpk0iyuODYxJIw,153026,140253,98703,272728,2.02,2.46,2.15,10000,31.22,362,NULL,튜토리얼,튜토리얼,"뷰티 & 메이크업","뷰티 & 메이크업","여행 & 캠핑","일상 & 라이프스타일"
UCcNYkzLMSkSiYaiAYjUNzRg,85927,87909,96784,42500,1.88,1.32,2.4,9000,20,270,NULL,튜토리얼,튜토리얼,"뷰티 & 메이크업","뷰티 & 메이크업","여행 & 캠핑","패션 & 의류"
UCCZ-gBdN59pF39tbm16xvdQ,918656,820857,851033,999805,1.39,1.23,0.97,10000,45.45,319,35,브이로그,토크,"연애 & 결혼","일상 & 라이프스타일","일상 & 라이프스타일","연애 & 결혼"
UCD7JGm-uaXpg8Oee5cSEaXw,25512,NULL,6855,26884,0.71,0.71,-0.82,-30,93.15,73,NULL,NULL,하울,NULL,"패션 & 의류",NULL,"뷰티 & 메이크업"
UCDaYQyEp5BEbSo_gGUlFRaw,24630,7546,19260,29592,0.16,1.81,-0.64,-1000,51.97,406,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","패션 & 의류"
UCDCvlVx1noYrb0rNN9N6Yqg,15995,12279,16738,9021,1.27,2.08,0.54,1000,9.63,322,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","리빙 & 인테리어"
UCdhPbXNvWHqRbDeiqF3GAIA,2734,NULL,370,3060,0,0,0,0,87.9,124,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","IT & 전자기기","리빙 & 인테리어","음식 & 음료","음식 & 음료"
UCditLWxLFkLdR3AWwwWBFyQ,135702,81008,108028,183647,1.15,1.48,18.52,13000,38.2,89,NULL,브이로그,튜토리얼,"뷰티 & 메이크업","뷰티 & 메이크업","일상 & 라이프스타일","일상 & 라이프스타일"
UCdltrGosx6gx9-FBha400mw,1491,1534,1337,1624,2.82,3.91,-1.35,-110,55.9,161,NULL,ASMR,ASMR,ASMR,ASMR,"뷰티 & 메이크업",음악
UCDOG3XSt0v9JZ91bs7pBXlQ,8306,2181,10022,6746,1.25,1.57,3.17,120,52.38,105,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,"패션 & 의류"
UCdw0gUzVPhyZFRVeuzy_AEg,66063,276569,38903,76431,0.73,0.46,6,6000,72.37,1046,1,NULL,인터뷰,NULL,"패션 & 의류",NULL,"뷰티 & 메이크업"
UCE4F1o1FYFGn7f68w_Smm7A,5197,4316,5381,5068,2.69,2.12,8.73,200,58.7,46,NULL,브이로그,"리뷰 & 언박싱","패션 & 의류","패션 & 의류","뷰티 & 메이크업","뷰티 & 메이크업"
UCE7q5DzYcRYWObUNIpdO70A,248102,186960,236971,452167,1.52,1.41,0.26,1000,5.17,348,2,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","음식 & 음료","일상 & 라이프스타일"
UCeAXQIrm3Hw2xFDEuc2ccNQ,3737,3489,4465,3116,1.86,1.72,0,0,53.93,89,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",육아,"패션 & 의류"
UCeB9L97iG06KNi6qeydbqPA,7180,2713,7082,7223,1.38,1.59,85.27,1100,69.46,239,NULL,튜토리얼,"리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,"여행 & 캠핑"
UCecX8ciH1IU7YY9_DJx3u2A,28551,1280,174679,17536,0.45,0.52,4.26,140,92.99,214,NULL,튜토리얼,튜토리얼,"뷰티 & 메이크업","뷰티 & 메이크업","여행 & 캠핑","패션 & 의류"
UCEee-1fofuY5CxsqucKcI4w,4295,5693,1941,4957,1.32,1.07,2.61,300,78.07,862,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,"패션 & 의류"
UCEK4qLAKncRumkuqfWUbMgQ,66163,57875,67623,18264,0.93,0.98,0,0,2.96,372,NULL,브이로그,"리뷰 & 언박싱","패션 & 의류","패션 & 의류","뷰티 & 메이크업","뷰티 & 메이크업"
UCem0s_50gLmV91r_xMs3b6Q,19452,8369,23180,7267,1.66,2.62,1.86,600,23.43,350,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","의료 & 건강","의료 & 건강"
UCeOC_1yOLoTBxmWRuKKfMCg,7623,5176,9686,6861,0.23,0.42,2.65,90,73.02,215,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,육아
UCeRPDX7MTeVyZR65_HH7BxQ,8469,1246,20236,6935,1.1,0.74,12.57,240,87.85,247,NULL,브이로그,브이로그,"동물 (펫)","뷰티 & 메이크업","뷰티 & 메이크업","동물 (펫)"
UCEVbgB8g02Sc9r-2_R3sn9g,32668,40743,12775,36015,1.62,0.8,24.83,1850,85.6,243,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,"일상 & 라이프스타일"
UCEXNS5h17QdY9VV60IDayDQ,3711,NULL,5739,3368,0.79,0.29,0.53,100,85.55,263,NULL,NULL,"리뷰 & 언박싱",NULL,"뷰티 & 메이크업",NULL,"음식 & 음료"
UCEZVKV0mCLuR83k7A9NyINg,45243,17722,43830,53663,1.24,2.06,0,0,14.38,626,NULL,튜토리얼,"리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,"일상 & 라이프스타일"
UCF1u_9HKcFx36j8x_rNypKA,8567,NULL,8558,8581,0.44,0.19,12.44,260,41.3,46,NULL,브이로그,브이로그,"여행 & 캠핑","일상 & 라이프스타일","음식 & 음료",NULL
UCFC3gwNjb6sZ1b3E-B5Dm5w,140371,146238,147937,30194,0.99,1.45,0,0,6.43,249,1,"리뷰 & 언박싱","리뷰 & 언박싱","일상 & 라이프스타일","뷰티 & 메이크업","여행 & 캠핑","리빙 & 인테리어"
UCFjSq5s9I4qcF5i_RNG-09A,4922,5492,5338,4351,2.54,2.56,4.21,190,16.46,158,NULL,브이로그,"예능형 콘텐츠","피트니스 & 다이어트","피트니스 & 다이어트","일상 & 라이프스타일","뷰티 & 메이크업"
UCFLlUm-tllKGbU_DKg-u5lA,7164,7285,6647,8900,1.42,1.33,1.23,200,22.96,196,NULL,하울,하울,"패션 & 의류","패션 & 의류","여행 & 캠핑",NULL
UCflTUYI4AeB6UZcFneHmfxw,45416,3518,NULL,45416,NULL,NULL,27.13,860,100,51,NULL,NULL,"리뷰 & 언박싱",NULL,"뷰티 & 메이크업",NULL,"의료 & 건강"
UCfM7HC0wkS_cWVIcgpy2XPA,94523,52833,75968,126256,1.97,1.52,0.75,1000,36.9,767,7,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","의료 & 건강","의료 & 건강"
UCFQqnvzajn7eDCbyE1qWgfg,6296,7415,5436,7813,1.3,1.7,0.85,200,36.16,755,NULL,하울,하울,"패션 & 의류","패션 & 의류","뷰티 & 메이크업","뷰티 & 메이크업"
UCFsSyiKOtZD7YNt8uXHRlzg,118871,176119,110495,206121,1.18,1.22,0,0,8.76,274,NULL,브이로그,"리뷰 & 언박싱","일상 & 라이프스타일","패션 & 의류","패션 & 의류","뷰티 & 메이크업"
UCg-NcBf-4qKc3D3xFMS2Rng,30908,19601,33925,15162,1.21,1.38,-0.39,-300,16.08,311,NULL,튜토리얼,튜토리얼,"뷰티 & 메이크업","뷰티 & 메이크업","의료 & 건강",NULL
UCg0yPGUXMPsmjldrfQ1lDkQ,19588,2937,4214,23555,0.42,0.43,47.41,1280,79.49,117,NULL,NULL,"리뷰 & 언박싱",NULL,"뷰티 & 메이크업",NULL,"일상 & 라이프스타일"
UCG5sVChZCGzrD80vEAn5M_g,4169,NULL,4169,NULL,1.28,1.28,40.43,570,NULL,7,NULL,브이로그,NULL,"일상 & 라이프스타일",NULL,"뷰티 & 메이크업",NULL
UCg7GWV9e0dOVp8EmOY34VoQ,23547,16490,19119,27003,0.89,0.88,4.15,1300,56.17,543,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","패션 & 의류"
UCgizQwZXaywKvqShnXUKN-Q,66218,35346,63805,83913,1.51,1.5,-0.43,-400,12,125,NULL,브이로그,"리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","일상 & 라이프스타일","패션 & 의류"
