channel_id,F13_17,F18_24,F25_34,F35_44,F45_54,F55_64,F65,M13_17,M18_24,M25_34,M35_44,M45_54,M55_64,M65
UCEzhyH0n4igPooUJOVcq-HQ,5,28,24,13,8,4,2,1,5,4,3,2,1,0
UCff7sQ_kjCEPZvr8h8US8ww,8,31,22,10,6,2,1,2,7,5,3,2,1,0
UCfM7HC0wkS_cWVIcgpy2XPA,8,30,24,10,6,2,1,2,6,5,3,2,1,0
UCFmfq1jsqJ8Zp0zMdFQ8Vmw,4,17,12,16,11,5,3,2,8,6,8,5,2,1
UCgCxYP5uSCNyFTV-PEbKhew,6,37,29,9,4,1,1,0,4,4,3,1,0,0
UCGhRiaKgkLlvPoBulWhX4gQ,4,23,22,15,11,5,2,1,5,5,3,2,1,1
UCGN0_2kvsOwdwbJq5q3SVGQ,6,21,18,14,11,5,3,2,6,5,4,3,1,1
UChLr0rJAhEZZTUKT577QECA,8,30,22,11,6,3,2,2,6,4,3,2,1,0
UChr2Yvl1kepJWL2Q8sX2Udg,5,32,19,8,4,2,1,2,7,9,4,4,2,1
UCHRS52TjwxpKz_VRKPGQ0pA,4,30,35,12,6,2,1,0,3,4,2,1,0,0
UCHVQjs3d-SmRuFtJurp84QQ,2,12,17,15,12,6,3,1,6,8,7,6,3,2
UChYUp6gv-SWom7oIdPfrzaA,4,17,12,16,11,5,3,2,8,6,8,5,2,1
UCI52io2NXrmHjXpVB3sVbDg,8,31,22,10,6,2,1,2,7,5,3,2,1,0
UCiAzDHGJTIjlXZZKj9aErWw,5,30,22,7,4,1,0,2,11,7,4,3,2,0
UCiL9JJtFwbQsPDeHADSXstA,3,12,21,16,14,7,4,1,4,6,5,4,2,1
UCiMoJJB8OYePXFso2jSscYA,4,16,16,12,10,6,3,2,8,8,6,5,3,1
UCj4C2AquQ1yrZ-70JN1xBTw,8,31,25,9,5,2,1,2,6,5,3,2,1,0
UCJjwunfIpTvVsJrWIeiprlA,2,10,12,12,8,4,2,2,10,12,12,8,4,2
UCkh6TlSape86-iHiehXvsmA,3,20,28,17,12,5,3,0,3,4,2,2,1,0
UCKOwDvsF9Mp5FSgLxh5qIag,4,24,27,14,9,3,2,1,5,6,3,2,0,0
UCLgVu6xVfWfYnff1HoO8Lww,4,12,12,12,12,6,4,1,8,8,8,8,4,1
UClHKXblEdD7mGFOjX_ZJH3w,3,20,20,13,9,4,2,1,8,8,5,4,2,1
UClsaLJyAdDlXjyAizmKt-1Q,8,30,22,10,6,3,2,2,6,5,3,2,1,0
UCLvk76DFmbHIveAvYUDajUg,8,31,25,9,5,2,1,2,6,5,3,2,1,0
UCM3LKBTSr8fUivTfrvOPZCg,5,30,30,12,7,3,1,1,4,4,2,1,0,0
UCMFpzGDVsTdOHDiLMHLSl7A,5,30,25,11,7,3,1,1,6,5,3,2,1,0
UCMJiRC8ebr3BM1bqSGy3lXA,4,24,26,12,9,4,2,1,6,6,3,2,1,0
UCmKTebUnJbeWuhUHSxsEDhQ,2,10,11,6,5,2,1,3,17,18,10,8,4,2
UCmpgyQt41fRttTKavambewA,5,30,25,11,7,3,2,1,6,5,3,2,0,0
UCmPkZXhVfyLLWyHQM-l_KqA,4,38,28,11,4,2,1,1,4,4,3,1,0,1
UCmV6YFTsQZ9_TK7kzrguFpA,6,35,26,11,6,3,1,1,4,4,2,1,0,0
UCnekLiljel-Px4ClMC7b3mg,3,32,35,11,3,1,1,1,3,5,3,1,0,1
UCNKrDQQ9OLARlFVpHIi7nrQ,6,36,22,8,4,1,1,2,6,8,4,2,0,1
UCO-7CJCtOqw1yqh3y8owGfg,8,33,16,7,4,1,0,4,7,7,4,6,2,0
UCo9OPeVJL5hgPtwxUTEBgSA,8,35,20,9,4,2,1,2,8,5,3,2,1,0
UCoARIsEr0lu7FLN6DfYk3TA,4,20,22,15,11,5,3,1,5,5,4,3,1,1
UCPDYF8wq8Arz4klmZNY2WRg,8,31,23,9,5,2,1,2,8,5,3,2,1,0
UCppnnruco5U5IPsQZIo7s0A,4,24,26,12,9,4,2,1,6,6,3,2,1,0
UCQp3vsLMn9WlF_4aSIHEEoQ,6,30,26,11,6,2,1,1,6,5,3,2,1,0
UCQxEEU1kq846WwLyXHxMY7A,4,17,16,12,10,6,3,2,8,8,6,5,2,1
UCqxtyL5WX9bvnXdpcWA9yzw,9,38,26,8,4,2,1,1,4,4,2,1,0,0
UCR19aHW_92TAKGLoTH01Z7w,5,33,21,6,3,1,0,2,10,9,4,3,2,0
UCrePMOPfWqU6nviA3gO1bXw,5,31,22,11,8,4,2,1,6,4,3,2,1,0
UCrf62gEqaGK2saKj_oU5IYg,4,17,16,12,9,4,2,2,10,9,7,5,2,1
UCRiIf6rt91BVfZVtURRXlOw,8,35,24,10,6,3,2,1,4,4,2,1,0,0
UCRN8qGSgGekQvtBrxU6Jt2g,3,17,19,15,12,6,3,1,6,6,5,4,2,1
UCsr9eUfntn_WNKBdPGjhFNA,3,11,13,12,11,5,3,2,8,9,9,8,4,2
UCSWHUmhm8XuNp1UEz_p0BFQ,8,31,22,10,6,2,1,2,7,5,3,2,1,0
UCSx-2fuyotB8WA8KytyhACg,8,31,24,10,5,2,1,2,6,5,3,2,1,0
UCTjEBVjiOTsXQUqbJvi59kg,4,12,12,17,12,6,4,2,6,6,8,6,3,2
UCtvF3qOM4qN3HKhDBt6Nhmw,3,12,17,14,12,6,3,1,6,8,7,6,3,2
UCun4wV8czkKcdMn_NDX8MIQ,8,31,21,10,7,3,2,2,6,4,3,2,1,0
UCUrCIBJ3ScRAOLgPElscZqA,4,30,26,8,5,1,1,2,8,8,3,3,2,0
UCv2elfnDe8QqdLg219wlWHA,6,30,25,12,7,3,2,1,5,4,3,2,0,0
UCv6nXR8A-wSidnF6H-2wQYg,4,20,23,14,10,5,2,1,6,6,4,3,1,1
UCvD7HYdnFzBXaicx3LxRvCw,6,23,20,14,9,4,2,2,6,5,4,3,1,1
UCvKl2U_gJeXRYGJKecvPcYA,3,20,20,14,10,4,2,1,8,6,5,4,2,1
UCvpD0KP2b7nVLbEAydjjNaQ,3,27,22,7,5,1,1,2,13,11,4,3,1,0
UCVRAHN1wuI9pUDyeSAc_I1A,6,30,25,11,7,3,2,1,5,5,3,2,0,0
UCWohPFGHNprYwPOwvKlUxyQ,8,31,22,10,6,2,1,2,7,5,3,2,1,0
UCwtLb11h7aai6EVcdwdlVJA,8,31,22,10,6,2,1,2,7,5,3,2,1,0
UCWW_CFV7822ZhZjM9qEzupw,6,26,20,11,7,3,2,2,8,6,4,3,1,1
UCwyR-5gp7NCd-2DwLtdCtcw,6,25,20,12,8,3,2,2,8,6,4,3,1,0
UCx0ZL5ldCGMqkOGqyO1qOkw,3,20,28,17,12,5,3,0,3,4,2,2,1,0
UCYdYEVp2t0zD5xJu0hKWAgw,8,35,25,10,6,2,1,1,5,4,2,1,0,0
UCYieht3paO1nFDXim5KZnbg,5,27,24,13,9,4,2,1,5,4,3,2,1,0
UCYZ7xx4T6Fq2ErsMrtadBHA,8,30,24,10,6,2,1,2,6,5,3,2,1,0
UCZ-qOijZTB-rZRFkv2sJppA,12,38,20,8,4,2,1,2,6,4,2,1,0,0
UCZ75Bt8hZt1AO2zRw36QJHw,6,36,26,9,4,2,1,1,6,5,3,1,0,0
UCzAcA3VaroUsvdsQRXunttQ,5,30,30,10,5,2,1,1,5,5,3,2,1,0
UCZCvbWrBFGQeZwf5qczqLFg,4,23,27,15,12,5,2,0,3,3,2,2,1,0
UCZqFAE6-5539HTem8cyfQuA,2,11,13,8,8,5,3,2,11,13,8,8,5,3
UCzYB6YA5f-Tc7GQcIese7pg,2,17,22,15,14,6,2,1,4,6,4,4,2,1
